text,label
Inilah Beberapa Keuntungan Memiliki Pasangan yang Lebih Tua Darimu,0
"Virus Corona, Bahaya Masker Kain bagi Anak di Bawah Usia 2 Tahun",1
Naomi Osaka Salip Serena Williams jadi Atlet Perempuan Bayaran Tertinggi,0
4 Penyebab Hilangnya Nafsu Makan Selama Kehamilan,1
"Heboh Oplas Challenge, Penampilan Olla Ramlan Sampai Melly Goeslaw Bikin Pangling Mana yang paling drastis perubahannya dari kelima seleb berikut ini?",1
Update Korban Virus Corona Indonesia Kamis 28 Mei 2020,0
"Lebih Mudah Berkonsentrasi pada Malam Hari, Ini 4 Kelebihanmu",1
4 Cara Persiapkan Diri Menghadapi New Normal di Indonesia,1
5 Zodiak yang Menandakan Dirinya Lebih Sering Berbohong Menurut Astrologi,0
Prediksi Ramalan Zodiak Aries di Bulan Juni 2020,0
"Kehidupan Normal yang Baru, Penumpang Ojol Diimbau Bawa Helm Sendiri",0
5 Ide Permainan Anak Menggunakan Barang yang Ada di Rumah,0
"Ekstrovert VS Introvert, Kepribadian Ini yang Paling Rentan Selingkuh Menurut Studi",1
"New Normal Hadapi Virus Corona, Burger King Siapkan Topi Super Lebar untuk Jaga Jarak",0
"Benci Hubungan Tanpa Arah, 4 Tipe Kepribadian Ini Menginginkan Hubungan yang Jelas",1
5 Hal yang Perlu Dilepaskan untuk Menjadi Perempuan Bahagia,1
7 Penyebab Jerawat Terasa Gatal dan Mengganggu,1
"3 Zodiak Ini Jatuh Cinta pada Kecerdasan, Bukan pada Tampang dan Uang",0
Selalu Jaga Kesehatan sebab Kebersamaan dengan Keluarga tak Tergantikan,0
Tips Memilih Camilan MPASI Sehat untuk Anak,0
Teman Judes tapi Jujur Bisa Menjadi Sahabat Terbaik yang Kita Punya,0
"Tinggi Kolagen, Ini Kandungan Nutrisi dan Manfaat Makan Ceker Ayam",1
5 Penyebab Kaki Terasa Gatal pada Ibu Hamil,1
Resep Sepat Ayam khas Nusa Tenggara Barat,0
Terbiasa Berjalan Cepat atau Lambat? Ini Kelebihanmu,1
Ariana Grande dan Lady Gaga Bertukar Gaya Rambut di Video Musiknya,0
Cara Mengatasi Kelelahan saat Masa Karantina Selama Pandemi COVID-19,1
Inspirasi Gaya Kasual Chic Meghan Markle untuk Zoom Meeting,0
"Mengatur Keuangan selama Pandemi, Mengatur Kembali Prioritas Hidup",0
Rangkaian Perawatan Jerawat Akibat Menggunakan Masker Kain,0
Sesuatu yang Kecil di Mata Kita Bisa Jadi Sangat Berarti bagi Orang Lain,0
Inilah Alasan Mengapa Zodiak Aries Lebih Suka Memerintah Orang Lain,0
[QUIZ] Melihat Kepribadian Seseorang dari Cara Bekerja Saat WFH,0
Gabung ke Grup WhatsApp Fimelahood Biar Dapat Pulsa Jutaan Rupiah Kapan lagi gabung grup WhatsApp dapat pulsa? Cuma di grup WhatsApp Fimelahood.,1
Rezeki Selalu Ada selama Kita Berupaya Menjemputnya,0
4 Zodiak Ini Suka Berdebat Tentang Segala Hal Menurut Astrologi,0
Penyakit Asma Meningkatkan Risiko Terinfeksi Virus Corona? Simak Penjelasannya,1
Kesehatan adalah Rezeki Terbaik yang Harus Kita Jaga,0
3 Pasang Zodiak yang Justru Semakin Dekat di Masa Karantina di Rumah,0
Resep Soto Daging Sapi Madura,0
Bisakah Virus Corona Menyebar di Air? Simak di Sini Penjelasannya,1
"Menu Hari Ini: Granola, Sayur Asam Jakarta dan Ayam Panggang",0
Sajikan Menu Hot Pot Praktis dengan Kuah Mala yang Gurih di Rumah,0
Resep Bandeng Presto Bumbu Kuning Gurih,0
Menikmati Minuman Boba Terbaru Favorit Selebritas Korea di Rumah Aja,0
"Kulit Bermasalah dengan Jerawat, Intip Cara Pilih Sunscreen yang Tepat",1
Mitos Tentang Zodiak Cancer yang Perlu Diketahui Menurut Astrologi,0
Review: Serum Lokal dengan Kualitas High End yang Mampu Atasi Kulit Kusam,1
Update Korban Virus Corona Indonesia Rabu 27 Mei 2020,0
5 Olahraga yang Dapat Melatih Kekuatan Otot dan Mengurangi Lemak Tubuh,1
Ajaib! Masker Kain Harry Potter yang Bisa Menampilkan Peta Perampok,1
4 Pemilik Tipe Kepribadian Ini Gampang Pikat Hati Calon Mertua,1
Serba Serbi WNI di Luar Negeri Hadapi Pandemi Virus Corona bersama Menlu Retno Marsudi,1
Atlet Pelari Triyaningsih Tetap Melatih Kekuatan Otot dengan Sepeda di Tengah Pandemi,0
"Penelitian Menemukan, Ini Hal Paling Menyakitkan Bagi Perempuan saat Pasangannya Selingkuh",1
4 Kelebihan Orang yang Nyaman dengan Kondisi Berantakan,1
"New Normal, Gucci Rombak Jadwal Koleksi dan Akan Absen dari Fashion Week",0
"Saat Rencana tak Berjalan Lancar, Ambil Saja Hikmahnya",0
Nissa Sabyan Bagikan Rahasia Kulit Sehat dan Glowing Miliknya,0
Musim Gemini 2020 akan Jadi Bulan Terburuk untuk 3 Zodiak Ini,0
"Saat Dikecewakan Keluarga, Ingat Lagi bahwa Kita Belajar Kehidupan dari Mereka",0
Perut Begah Karena Banyak Makan Saat Lebaran? Ini Cara Mengatasinya,1
Tips Menjalani Hidup Bahagia Meski Tanpa Pasangan,0
4 Kelebihan Orang yang Suka Kerapian,1
Hadapi Era New Normal dengan Maksimalkan Perawatan Kecantikan di Rumah dari Shangpree,0
Alasan Berkata 'Tidak' Perlu Kamu Lakukan,1
Musim Gemini 2020 akan Jadi Bulan Terbaik untuk 3 Zodiak Ini,0
"Cegah Penuaan Dini, 6 Produk Skincare yang Wajib Digunakan Perempuan di Usia 40an",1
Ramadan yang Berlalu dan Aku yang Masih Merindu,0
73 Ribu Orang Dukung Petisi Tunda Masuk Sekolah Selama Pandemik,0
"Warga Tak Pakai Masker Dipukul Pakai Rotan, Ini Respons Polda Maluku",1
"Didoakan Berjodoh, 10 Kebersamaan Nino Fernandez dan Hannah Al Rashid",0
"7 Fakta Perkembangan Podcast di Indonesia, Makin Banyak Penggemarnya!",1
"Yuk Lebih Tenang, 5 Tips Anti Was-Was Saat Kembali ke ""New Normal""",1
"Tahun Ajaran Tidak Mundur, Begini Perbedaan PPDB di Era New Normal",1
Rilis WHO: Ini 7 Cara Hindari Penyebaran Virus Corona di Tempat Kerja,1
"Resep Katsu Tahu yang Renyah dan Mudah, Hanya dengan 3 Bahan",0
"10 Potret Rumah Tata Janeeta yang Mewah dan Klasik, Bikin Betah!",1
Warga Tetap Urus SIKM Hingga Pandemik COVID-19 Dinyatakan Berakhir,0
"Untung Besar, 5 Zodiak Ini Berpeluang Naik Gaji Juni 2020!",0
Viral! Ini Penjelasan Ringkas New Normal Ala Guru Besar IPB,1
Kemendikbud: Tahun Ajaran Baru Bukan Berarti Siswa Kembali ke Sekolah,1
Damkar Turun Tangan Evakuasi Bocah yang Terjepit Terali Jendela,0
"Tanpa Pemutih, 6 Kebiasaan Simpel Ini Bikin Kulit Makin Glowing lho!",1
Erick Thohir Bersyukur Menkeu Bayar Utang ke BUMN Hingga Rp108 Triliun,0
"9 Potret Kece Hyeongjun, Member CRAVITY yang Gemas Abis",1
"135 Tenaga Medis Jatim Terpapar COVID-19, RS Mulai Kelimpungan!",1
Pengelola Pasar Dinoyo Fasilitasi Pedagang Berjualan Secara Online,0
"5 Alasan Kenapa Gebetan Tiba-tiba Menjauh di Tengah PDKT, Kenapa Ya?",1
"8 Jenis Kaktus Indoor yang Bikin Ruangan Auto Kece, Estetis buat Foto!",1
"10 Momen Manis Perayaan Ulang Tahun ke-2 Abe, Anak Giring Ganesha",0
"12 Kesalahan Ini Bikin PDKT Kamu Selalu Gagal, Hindari Segera!",1
"Terdampak Pandemik, Pengemudi Ojol Ini Dapat Pinjaman Bunga Ringan",0
"10 Potret Artis Saat Nyamar di Acara Berbagai Rezeki, Beda Banget!",1
"Warga Bekasi Boleh Ibadah di Rumah Ibadah, Ini Penjelasan Wali Kota",0
"Inspirasi Nama Anak dari Keluarga dr. Boyke, Ketiganya Bertema Alam",1
"Kembangkan Program Catalyser, Pertamina Raih EFMD EIP Gold Award",0
"Tak Hanya Jago Akting, 5 Lagu Ini Bukti Park Seo Joon Bersuara Merdu",1
